ID	_DOCULECT	_CONCEPTx	IPA	TOKENS	POS	COGID	ID_IN_SOURCE	CHINESE_GLOSS	SOURCE	ENTRY_IN_SOURCE	GLOSS_IN_SOURCE
4397	Dashi	ginger	koŋ₅₅	k o ŋ ₅₅	?	425	425	?	Wang2006a	koŋ55	ginger
4398	Zhoucheng	ginger	kou₃₅	k ou ₃₅	?	425	425	?	Wang2006a	kou35	ginger
4399	Mazhelong	ginger	koŋ₅₅	k o ŋ ₅₅	?	425	425	?	Wang2006a	koŋ55	ginger
4400	Tuoluo	seed of Chinese prickly ash	ʂɤ₅₅	ʂ ɤ ₅₅	?	448	448	?	Wang2006a	ʂv55	seed of Chinese prickly ash
4401	Gongxing	seed of Chinese prickly ash	ɕy₅₅	ɕ y ₅₅	?	448	448	?	Wang2006a	ɕy55	seed of Chinese prickly ash
4402	Enqi	seed of Chinese prickly ash	ɕu₂₄	ɕ u ₂₄	?	448	448	?	Wang2006a	ɕu24	seed of Chinese prickly ash
4403	Ega	seed of Chinese prickly ash	ɕu₅₅	ɕ u ₅₅	?	448	448	?	Wang2006a	ɕu55	seed of Chinese prickly ash
4404	Jinman	seed of Chinese prickly ash	ɕy₅₅	ɕ y ₅₅	?	448	448	?	Wang2006a	ɕy55	seed of Chinese prickly ash
4405	Jinxing	seed of Chinese prickly ash	su₅₅	s u ₅₅	?	448	448	?	Wang2006a	su55	seed of Chinese prickly ash
4406	Dashi	seed of Chinese prickly ash	su₃₅	s u ₃₅	?	448	448	?	Wang2006a	su35	seed of Chinese prickly ash
4407	Zhoucheng	seed of Chinese prickly ash	su₃₅	s u ₃₅	?	448	448	?	Wang2006a	su35	seed of Chinese prickly ash
4408	Mazhelong	seed of Chinese prickly ash	su₅₅	s u ₅₅	?	448	448	?	Wang2006a	su55	seed of Chinese prickly ash
4409	Tuoluo	chaff; bran	tʰioŋ₅₅	tʰ io ŋ ₅₅	?	457	457	?	Wang2006a	tʰioŋ55	chaff; bran
4410	Gongxing	chaff; bran	t͡sʰoŋ₅₅	t͡sʰ o ŋ ₅₅	?	457	457	?	Wang2006a	tsʰoŋ55	chaff; bran
4411	Enqi	chaff; bran	tʰio₂₄	tʰ io ₂₄	?	457	457	?	Wang2006a	tʰio24	chaff; bran
4412	Ega	chaff; bran	qa₄₄t͡ɕyi₂₁	q a ₄₄ t͡ɕ yi ₂₁	?	457	457	?	Wang2006a	(qa44tɕyi21)	chaff; bran
4413	Jinman	chaff; bran	ʈõ₅₅	ʈ õ ₅₅	?	457	457	?	Wang2006a	ʈõ55	chaff; bran
4414	Jinxing	chaff; bran	t͡sʰõ₅₅	t͡sʰ õ ₅₅	?	457	457	?	Wang2006a	tsʰõ55	chaff; bran
4415	Dashi	chaff; bran	t͡ʂoŋ₅₅	t͡ʂ o ŋ ₅₅	?	457	457	?	Wang2006a	tʂoŋ55	chaff; bran
4416	Zhoucheng	chaff; bran	t͡sʰo₅₅	t͡sʰ o ₅₅	?	457	457	?	Wang2006a	tsʰo55	chaff; bran
4417	Mazhelong	chaff; bran	t͡sʰoŋ₅₅	t͡sʰ o ŋ ₅₅	?	457	457	?	Wang2006a	tsʰoŋ55	chaff; bran
4418	Tuoluo	thread	xɯ₂₂	x ɯ ₂₂	?	461	461	?	Wang2006a	xɯ22	thread
4419	Gongxing	thread	xɯ₃₃	x ɯ ₃₃	?	461	461	?	Wang2006a	xɯ33	thread
4420	Enqi	thread	xɯ₂₂	x ɯ ₂₂	?	461	461	?	Wang2006a	xɯ22	thread
4421	Ega	thread	xɯ₂₂	x ɯ ₂₂	?	461	461	?	Wang2006a	xɯ22	thread
4422	Jinman	thread	xɯ₂₂	x ɯ ₂₂	?	461	461	?	Wang2006a	xɯ22	thread
4423	Jinxing	thread	sou₄₄jen₄₂	s ou ₄₄ j e n ₄₂	?	461	461	?	Wang2006a	(sou44jen42)	thread
4424	Dashi	thread	xou₃₅	x ou ₃₅	?	461	461	?	Wang2006a	(xou35)	thread
4425	Zhoucheng	thread	xɯ₃₃	x ɯ ₃₃	?	461	461	?	Wang2006a	xɯ33	thread
4426	Mazhelong	thread	xɯ₃₃	x ɯ ₃₃	?	461	461	?	Wang2006a	xɯ33	thread
4427	Tuoluo	shoe	jen₃₅	j e n ₃₅	?	479	479	?	Wang2006a	(jen35)	shoe
4428	Gongxing	shoe	ʁɛ₁₂	ʁ ɛ ₁₂	?	479	479	?	Wang2006a	ʁɛ12	shoe
4429	Enqi	shoe	ɲ₂₁	ɲ ₂₁	?	479	479	?	Wang2006a	(ɲ21)	shoe
4430	Ega	shoe	ŋa₂₁	ŋ a ₂₁	?	479	479	?	Wang2006a	ŋa21	shoe
4431	Jinman	shoe	o₂₁t͡se₄₄	o ₂₁ t͡s e ₄₄	?	479	479	?	Wang2006a	o21tse44	shoe
4432	Jinxing	shoe	ŋe₂₁	ŋ e ₂₁	?	479	479	?	Wang2006a	ŋe21	shoe
4433	Zhoucheng	shoe	ŋe₂₁	ŋ e ₂₁	?	479	479	?	Wang2006a	ŋe21	shoe
4434	Mazhelong	shoe	ɣɛ₂₁	ɣ ɛ ₂₁	?	479	479	?	Wang2006a	ɣɛ21	shoe
4435	Jianchuan	shoe	ŋɛ₂₁	ŋ ɛ ₂₁	?	479	186	鞋	Allen2007	ŋɛ21	shoe
4436	Eryuan	shoe	ŋe₂₁	ŋ e ₂₁	?	479	186	鞋	Allen2007	ŋe21	shoe
4437	Heqi	shoe	ŋɛ₂₁	ŋ ɛ ₂₁	?	479	186	鞋	Allen2007	ŋɛ21	shoe
4438	Lanping	shoe	ŋẽ₂₁t͡ɕĩ₄₄	ŋ ẽ ₂₁ t͡ɕ ĩ ₄₄	?	479	186	鞋	Allen2007	ŋẽ21(tɕĩ44)	shoe
4439	Qiliqiao	shoe	ŋe₂₁t͡ɕi₃₃	ŋ e ₂₁ t͡ɕ i ₃₃	?	479	186	鞋	Allen2007	ŋe21tɕi33	shoe
4440	Yunlong	shoe	ŋɛ₂₁	ŋ ɛ ₂₁	?	479	186	鞋	Allen2007	ŋɛ21	shoe
4441	Xiangyun	shoe	ni₂₁pa₄₂	n i ₂₁ p a ₄₂	?	479	186	鞋	Allen2007	ni21pa42	shoe
4442	Luobenzhuo	shoe	wu₄₄t͡sɿ₃₃	w u ₄₄ t͡s ɿ ₃₃	?	479	186	鞋	Allen2007	wu44tsɿ33	shoe
4443	Tuoluo	pillow	t͡ʂɚ̃₃₃diɯ₃₅	t͡ʂ ɚ̃ ₃₃ d iɯ ₃₅	?	490	490	?	Wang2006a	tʂɚ̃33(diɯ35)	pillow
4444	Gongxing	pillow	t͡ʂi₂₂di₁₂	t͡ʂ i ₂₂ d i ₁₂	?	490	490	?	Wang2006a	tʂi22(di12)	pillow
4445	Enqi	pillow	t͡sɿ₂₂tiǝ₂₁	t͡s ɿ ₂₂ t iǝ ₂₁	?	490	490	?	Wang2006a	tsɿ22(tiǝ21)	pillow
4446	Ega	pillow	t͡sɛ₂₂t͡ɕi₂₁	t͡s ɛ ₂₂ t͡ɕ i ₂₁	?	490	490	?	Wang2006a	tsɛ22(tɕi21)	pillow
4447	Jinman	pillow	t͡ʂɚ₂₂ʈɯ₂₁	t͡ʂ ɚ ₂₂ ʈ ɯ ₂₁	?	490	490	?	Wang2006a	tʂɚ22(ʈɯ21)	pillow
4448	Jinxing	pillow	t͡si₃₃tǝ₃₁	t͡s i ₃₃ t ǝ ₃₁	?	490	490	?	Wang2006a	tsi33(tǝ31)	pillow
4449	Dashi	pillow	t͡ʂɚ₃₃ti₃₁pu₃₃	t͡ʂ ɚ ₃₃ t i ₃₁ p u ₃₃	?	490	490	?	Wang2006a	tʂɚ33(ti31pu33)	pillow
4450	Zhoucheng	pillow	t͡si₃₃tɯ₂₁	t͡s i ₃₃ t ɯ ₂₁	?	490	490	?	Wang2006a	tsi33(tɯ21)	pillow
4451	Mazhelong	pillow	t͡sen₃₃tǝɯ₂₁	t͡s e n ₃₃ t ǝɯ ₂₁	?	490	490	?	Wang2006a	tsen33(tǝɯ21)	pillow
4452	Tuoluo	tile	ua₂₁	ua ₂₁	?	509	509	?	Wang2006a	ua21	tile
4453	Gongxing	tile	uɛ₄₂	uɛ ₄₂	?	509	509	?	Wang2006a	uɛ42	tile
4454	Enqi	tile	uæ₄₃	uæ ₄₃	?	509	509	?	Wang2006a	uæ43	tile
4455	Ega	tile	ŋua₄₂	ŋ ua ₄₂	?	509	509	?	Wang2006a	ŋua42	tile
4456	Jinxing	tile	uan₄₂	ua n ₄₂	?	509	509	?	Wang2006a	uan42	tile
4457	Dashi	tile	uɚ₄₂	uɚ ₄₂	?	509	509	?	Wang2006a	uɚ42	tile
4458	Zhoucheng	tile	uɛ₄₂	uɛ ₄₂	?	509	509	?	Wang2006a	uɛ42	tile
4459	Mazhelong	tile	vɚ₃₁	v ɚ ₃₁	?	509	509	?	Wang2006a	vɚ31	tile
4460	Tuoluo	(wood)	guo₄₂	g uo ₄₂	?	511	511	?	Wang2006a	guo42	(wood)
4461	Gongxing	(wood)	ɢua₂₁	ɢ ua ₂₁	?	511	511	?	Wang2006a	ɢua21	(wood)
4462	Enqi	(wood)	qua₂₁	q ua ₂₁	?	511	511	?	Wang2006a	qua21	(wood)
4463	Jinxing	(wood)	kuɑ₄₂	k uɑ ₄₂	?	511	511	?	Wang2006a	kuɑ42	(wood)
4464	Dashi	(wood)	kua₄₂	k ua ₄₂	?	511	511	?	Wang2006a	kua42	(wood)
4465	Tuoluo	plank; board	paŋ₃₃	p a ŋ ₃₃	?	512	512	?	Wang2006a	paŋ33	plank; board
4466	Gongxing	plank; board	pan₂₂	p a n ₂₂	?	512	512	?	Wang2006a	pan22	plank; board
4467	Enqi	plank; board	pæ₂₂	p æ ₂₂	?	512	512	?	Wang2006a	pæ22	plank; board
4468	Jinman	plank; board	põ₄₂	p õ ₄₂	?	512	512	?	Wang2006a	põ42	plank; board
4469	Jinxing	plank; board	pan₃₃	p a n ₃₃	?	512	512	?	Wang2006a	pan33	plank; board
4470	Dashi	plank; board	pɚ̃₃₃	p ɚ̃ ₃₃	?	512	512	?	Wang2006a	pɚ̃33	plank; board
4471	Zhoucheng	plank; board	pɛ₃₃	p ɛ ₃₃	?	512	512	?	Wang2006a	pɛ33	plank; board
4472	Mazhelong	plank; board	pɚ̃₃₃	p ɚ̃ ₃₃	?	512	512	?	Wang2006a	pɚ̃33	plank; board
4473	Tuoluo	garden (plot)	suaŋ₅₅	s ua ŋ ₅₅	?	522	522	?	Wang2006a	suaŋ55	garden (plot)
4474	Gongxing	garden (plot)	ɕyen₅₅	ɕ ye n ₅₅	?	522	522	?	Wang2006a	ɕyen55	garden (plot)
4475	Enqi	garden (plot)	ɕyɛ₂₄	ɕ yɛ ₂₄	?	522	522	?	Wang2006a	ɕyE24	garden (plot)
4476	Ega	garden (plot)	sua₅₅lu₂₁	s ua ₅₅ l u ₂₁	?	522	522	?	Wang2006a	sua55(lu21)	garden (plot)
4477	Jinman	garden (plot)	sõ₅₅lu₂₁	s õ ₅₅ l u ₂₁	?	522	522	?	Wang2006a	sõ55(lu21)	garden (plot)
4478	Jinxing	garden (plot)	suɑ̃₅₅	s uɑ̃ ₅₅	?	522	522	?	Wang2006a	suɑ̃55	garden (plot)
4479	Dashi	garden (plot)	suaŋ₃₅	s ua ŋ ₃₅	?	522	522	?	Wang2006a	suaŋ35	garden (plot)
4480	Zhoucheng	garden (plot)	sua₃₅	s ua ₃₅	?	522	522	?	Wang2006a	sua35	garden (plot)
4481	Mazhelong	garden (plot)	suaŋ₅₅	s ua ŋ ₅₅	?	522	522	?	Wang2006a	suaŋ55	garden (plot)
4482	Tuoluo	bamboo food steamer	uen₃₅	ue n ₃₅	?	548	548	?	Wang2006a	uen35	bamboo food steamer
4483	Gongxing	bamboo food steamer	uen₁₂	ue n ₁₂	?	548	548	?	Wang2006a	uen12	bamboo food steamer
4484	Enqi	bamboo food steamer	ŋui₂₁	ŋ ui ₂₁	?	548	548	?	Wang2006a	ŋui21	bamboo food steamer
4485	Ega	bamboo food steamer	|nguɛ₂₁	|n g uɛ ₂₁	?	548	548	?	Wang2006a	|nguɛ21	bamboo food steamer
4486	Jinxing	bamboo food steamer	uẽ₂₁	uẽ ₂₁	?	548	548	?	Wang2006a	uẽ21	bamboo food steamer
4487	Dashi	bamboo food steamer	uen₂₁	ue n ₂₁	?	548	548	?	Wang2006a	uen21	bamboo food steamer
4488	Zhoucheng	bamboo food steamer	uɛ₂₁	uɛ ₂₁	?	548	548	?	Wang2006a	uɛ21	bamboo food steamer
4489	Tuoluo	ladle	mɯ₃₅tiu₄₂	m ɯ ₃₅ t iu ₄₂	?	551	551	?	Wang2006a	(mɯ35)tiu42	ladle
4490	Gongxing	ladle	mi₅₅t͡su₂₁	m i ₅₅ t͡s u ₂₁	?	551	551	?	Wang2006a	(mi55)tsu21	ladle
4491	Enqi	ladle	mɛ₂₄tiu₂₁	m ɛ ₂₄ t iu ₂₁	?	551	551	?	Wang2006a	(mE24)tiu21	ladle
4492	Ega	ladle	mɛ₅₅t͡ɕio₂₁	m ɛ ₅₅ t͡ɕ io ₂₁	?	551	551	?	Wang2006a	(mɛ55)tɕio21	ladle
4493	Jinman	ladle	me₅₅ʈo₂₁	m e ₅₅ ʈ o ₂₁	?	551	551	?	Wang2006a	(me55)ʈo21	ladle
4494	Jinxing	ladle	mi₅₅t͡so₄₂	m i ₅₅ t͡s o ₄₂	?	551	551	?	Wang2006a	(mi55)tso42	ladle
4495	Dashi	ladle	mi₅₅t͡ʂou₄₂	m i ₅₅ t͡ʂ ou ₄₂	?	551	551	?	Wang2006a	(mi55)tʂou42	ladle
4496	Zhoucheng	ladle	mi₃₅t͡so₄₂	m i ₃₅ t͡s o ₄₂	?	551	551	?	Wang2006a	(mi35)tso42	ladle
4497	Mazhelong	ladle	mi₅₅t͡sʰo₄₂	m i ₅₅ t͡sʰ o ₄₂	?	551	551	?	Wang2006a	(mi55)tsʰo42	ladle
4498	Tuoluo	kettle; pot	vɚ₄₂	v ɚ ₄₂	?	559	559	?	Wang2006a	vɚ42	kettle; pot
4499	Gongxing	kettle; pot	bɤu₂₁	b ɤu ₂₁	?	559	559	?	Wang2006a	bvu21	kettle; pot
4500	Enqi	kettle; pot	la₂₄fɛ₂₁	l a ₂₄ f ɛ ₂₁	?	559	559	?	Wang2006a	(la24)fE21	kettle; pot
4501	Ega	kettle; pot	li₅₅ui₄₂qʰo₂₂	l i ₅₅ ui ₄₂ qʰ o ₂₂	?	559	559	?	Wang2006a	(li55ui42qʰo22)	kettle; pot
4502	Jinman	kettle; pot	lo₅₅ue₂₁	l o ₅₅ ue ₂₁	?	559	559	?	Wang2006a	(lo55)ue21	kettle; pot
4503	Jinxing	kettle; pot	vu₄₂	v u ₄₂	?	559	559	?	Wang2006a	vu42	kettle; pot
4504	Dashi	kettle; pot	xu₄₂	x u ₄₂	?	559	559	?	Wang2006a	(xu42)	kettle; pot
4505	Mazhelong	kettle; pot	kua₄₂t͡si₃₃	k ua ₄₂ t͡s i ₃₃	?	559	559	?	Wang2006a	(kua42tsi33)	kettle; pot
4506	Tuoluo	vat; jar	kaŋ₅₅	k a ŋ ₅₅	?	560	560	?	Wang2006a	kaŋ55	vat; jar
4507	Enqi	vat; jar	ka₂₄	k a ₂₄	?	560	560	?	Wang2006a	ka24	vat; jar
4508	Jinman	vat; jar	kã₅₅	k ã ₅₅	?	560	560	?	Wang2006a	kã55	vat; jar
4509	Jinxing	vat; jar	kɑ̃₅₅	k ɑ̃ ₅₅	?	560	560	?	Wang2006a	kɑ̃55	vat; jar
4510	Dashi	vat; jar	kã₃₅	k ã ₃₅	?	560	560	?	Wang2006a	kã35	vat; jar
4511	Zhoucheng	vat; jar	ka₃₅	k a ₃₅	?	560	560	?	Wang2006a	ka35	vat; jar
4512	Mazhelong	vat; jar	kaŋ₅₅	k a ŋ ₅₅	?	560	560	?	Wang2006a	kaŋ55	vat; jar
4513	Tuoluo	needle	t͡ʂɚ̃₅₅	t͡ʂ ɚ̃ ₅₅	?	578	578	?	Wang2006a	tʂɚ̃55	needle
4514	Gongxing	needle	t͡ʂɚ₅₅	t͡ʂ ɚ ₅₅	?	578	578	?	Wang2006a	tʂɚ55	needle
4515	Enqi	needle	t͡sɿ₂₄	t͡s ɿ ₂₄	?	578	578	?	Wang2006a	tsɿ24	needle
4516	Ega	needle	t͡sẽ₅₅	t͡s ẽ ₅₅	?	578	578	?	Wang2006a	tsẽ55	needle
4517	Jinman	needle	t͡ʂɚ̃₅₅	t͡ʂ ɚ̃ ₅₅	?	578	578	?	Wang2006a	tʂɚ̃55	needle
4518	Jinxing	needle	t͡san₅₅	t͡s a n ₅₅	?	578	578	?	Wang2006a	tsan55	needle
4519	Dashi	needle	t|srmɚ̃₃₅	t| s r m ɚ̃ ₃₅	?	578	578	?	Wang2006a	t|srmɚ̃35	needle
4520	Zhoucheng	needle	t͡si₃₅	t͡s i ₃₅	?	578	578	?	Wang2006a	tsi35	needle
4521	Mazhelong	needle	t͡sen₅₅	t͡s e n ₅₅	?	578	578	?	Wang2006a	tsen55	needle
4522	Tuoluo	nail; tack	t͡ɕaŋ₅₅	t͡ɕ a ŋ ₅₅	?	580	580	?	Wang2006a	tɕaŋ55	nail; tack
4523	Gongxing	nail; tack	t͡sen₂₂zaŋ₂₄	t͡s e n ₂₂ z a ŋ ₂₄	?	580	580	?	Wang2006a	(tsen22zaŋ24)	nail; tack
4524	Enqi	nail; tack	t͡ɕæ₂₄	t͡ɕ æ ₂₄	?	580	580	?	Wang2006a	tɕæ24	nail; tack
4525	Ega	nail; tack	ti₅₅t͡si₂₂	t i ₅₅ t͡s i ₂₂	?	580	580	?	Wang2006a	[ti55tsi22]	nail; tack
4526	Jinman	nail; tack	t͡ɕʰi₅₅t͡sẽ₂₂	t͡ɕʰ i ₅₅ t͡s ẽ ₂₂	?	580	580	?	Wang2006a	(tɕʰi55tsẽ22)	nail; tack
4527	Jinxing	nail; tack	t͡ɕian₅₅	t͡ɕ ia n ₅₅	?	580	580	?	Wang2006a	tɕian55	nail; tack
4528	Dashi	nail; tack	t͡ɕiɚ̃₃₅	t͡ɕ iɚ̃ ₃₅	?	580	580	?	Wang2006a	tɕiɚ̃35	nail; tack
4529	Zhoucheng	nail; tack	t͡ɕiɛ₅₅	t͡ɕ iɛ ₅₅	?	580	580	?	Wang2006a	tɕiɛ55	nail; tack
4530	Mazhelong	nail; tack	t͡ɕiɚ₅₅	t͡ɕ iɚ ₅₅	?	580	580	?	Wang2006a	tɕiɚ55	nail; tack
4531	Tuoluo	stick	duɔ₄₂	d uɔ ₄₂	?	586	586	?	Wang2006a	duɔ42	stick
4532	Enqi	stick	pio₂₄	p io ₂₄	?	586	586	?	Wang2006a	(pio24)	stick
4533	Ega	stick	t͡ɕo₅₅	t͡ɕ o ₅₅	?	586	586	?	Wang2006a	tɕo55	stick
4534	Jinman	stick	qua₄₂	q ua ₄₂	?	586	586	?	Wang2006a	(qua42)	stick
4535	Jinxing	stick	pio₅₅	p io ₅₅	?	586	586	?	Wang2006a	pio55	stick
4536	Dashi	stick	piou₃₅	p iou ₃₅	?	586	586	?	Wang2006a	piou35	stick
4537	Zhoucheng	stick	pia₃₅	p ia ₃₅	?	586	586	?	Wang2006a	pia35	stick
4538	Mazhelong	stick	pio₅₅	p io ₅₅	?	586	586	?	Wang2006a	pio55	stick
4539	Tuoluo	boat; ship	jen₃₅	j e n ₃₅	?	602	602	?	Wang2006a	jen35	boat; ship
4540	Gongxing	boat; ship	jen₁₂	j e n ₁₂	?	602	602	?	Wang2006a	jen12	boat; ship
4541	Enqi	boat; ship	ɲia₂₁	ɲ ia ₂₁	?	602	602	?	Wang2006a	ɲia21	boat; ship
4542	Ega	boat; ship	ɲa₂₁	ɲ a ₂₁	?	602	602	?	Wang2006a	ɲa21	boat; ship
4543	Jinman	boat; ship	ɲɚ₂₁	ɲ ɚ ₂₁	?	602	602	?	Wang2006a	ɲɚ21	boat; ship
4544	Jinxing	boat; ship	jen₂₁	j e n ₂₁	?	602	602	?	Wang2006a	jen21	boat; ship
4545	Dashi	boat; ship	jen₂₁	j e n ₂₁	?	602	602	?	Wang2006a	jen21	boat; ship
4546	Zhoucheng	boat; ship	je₂₁	j e ₂₁	?	602	602	?	Wang2006a	je21	boat; ship
4547	Mazhelong	boat; ship	jen₂₁	j e n ₂₁	?	602	602	?	Wang2006a	jen21	boat; ship
4548	Tuoluo	axe	pɯ₃₃	p ɯ ₃₃	?	605	605	?	Wang2006a	pɯ33	axe
4549	Gongxing	axe	pu₃₃	p u ₃₃	?	605	605	?	Wang2006a	pu33	axe
4550	Enqi	axe	pɯ₂₂	p ɯ ₂₂	?	605	605	?	Wang2006a	pɯ22	axe
4551	Ega	axe	pɯ₂₂	p ɯ ₂₂	?	605	605	?	Wang2006a	pɯ22	axe
4552	Jinman	axe	pɯ₂₂	p ɯ ₂₂	?	605	605	?	Wang2006a	pɯ22	axe
4553	Jinxing	axe	pɯ₃₃	p ɯ ₃₃	?	605	605	?	Wang2006a	pɯ33	axe
4554	Dashi	axe	pɯ₃₃	p ɯ ₃₃	?	605	605	?	Wang2006a	pɯ33	axe
4555	Zhoucheng	axe	pɯ₃₃	p ɯ ₃₃	?	605	605	?	Wang2006a	pɯ33	axe
4556	Mazhelong	axe	pǝɯ₃₃	p ǝɯ ₃₃	?	605	605	?	Wang2006a	pǝɯ33	axe
4557	Tuoluo	chisel	zu₄₂	z u ₄₂	?	607	607	?	Wang2006a	zu42	chisel
4558	Gongxing	chisel	d͡zu₂₁	d͡z u ₂₁	?	607	607	?	Wang2006a	dzu21	chisel
4559	Enqi	chisel	t͡su₂₁	t͡s u ₂₁	?	607	607	?	Wang2006a	tsu21	chisel
4560	Ega	chisel	t͡sy₄₂	t͡s y ₄₂	?	607	607	?	Wang2006a	tsy42	chisel
4561	Jinman	chisel	t͡sɤ₂₁	t͡s ɤ ₂₁	?	607	607	?	Wang2006a	tsv21	chisel
4562	Jinxing	chisel	t͡sou₄₂ne₃₁	t͡s ou ₄₂ n e ₃₁	?	607	607	?	Wang2006a	tsou42(ne31)	chisel
4563	Dashi	chisel	t͡saŋ₄₄t͡si₃₃	t͡s a ŋ ₄₄ t͡s i ₃₃	?	607	607	?	Wang2006a	[tsaŋ44tsi33]	chisel
4564	Zhoucheng	chisel	t͡su₄₂	t͡s u ₄₂	?	607	607	?	Wang2006a	tsu42	chisel
4565	Mazhelong	chisel	t͡sʰo₄₂	t͡sʰ o ₄₂	?	607	607	?	Wang2006a	tsʰo42	chisel
4566	Tuoluo	saw	fɤ₂₁	f ɤ ₂₁	?	608	608	?	Wang2006a	fv21	saw
4567	Gongxing	saw	pfu₄₂	p f u ₄₂	?	608	608	?	Wang2006a	pfu42	saw
4568	Enqi	saw	fo₄₃	f o ₄₃	?	608	608	?	Wang2006a	fo43	saw
4569	Ega	saw	fɤ₄₂	f ɤ ₄₂	?	608	608	?	Wang2006a	fv42	saw
4570	Jinman	saw	fɤ₄₂	f ɤ ₄₂	?	608	608	?	Wang2006a	fv42	saw
4571	Jinxing	saw	fɤ₄₂	f ɤ ₄₂	?	608	608	?	Wang2006a	fv42	saw
4572	Dashi	saw	fɤ₄₂	f ɤ ₄₂	?	608	608	?	Wang2006a	fv42	saw
4573	Zhoucheng	saw	fɤ₄₂	f ɤ ₄₂	?	608	608	?	Wang2006a	fv42	saw
4574	Mazhelong	saw	fɤ₄₂	f ɤ ₄₂	?	608	608	?	Wang2006a	fv42	saw
4575	Tuoluo	plougshare	t͡ɕi₅₅kue₅₅	t͡ɕ i ₅₅ k ue ₅₅	?	615	615	?	Wang2006a	tɕi55kue55	plougshare
4576	Gongxing	plougshare	t͡ɕi₅₅kuɛ₅₅	t͡ɕ i ₅₅ k uɛ ₅₅	?	615	615	?	Wang2006a	tɕi55kuɛ55	plougshare
4577	Enqi	plougshare	t͡ɕi₂₄kui₂₄	t͡ɕ i ₂₄ k ui ₂₄	?	615	615	?	Wang2006a	tɕi24kui24	plougshare
4578	Ega	plougshare	t͡ɕi₅₅kui₅₅	t͡ɕ i ₅₅ k ui ₅₅	?	615	615	?	Wang2006a	tɕi55kui55	plougshare
4579	Jinman	plougshare	t͡ɕĩkui₅₅	t͡ɕ ĩ k ui ₅₅	?	615	615	?	Wang2006a	tɕĩkui55	plougshare
4580	Jinxing	plougshare	t͡ɕi₅₅kui₅₅	t͡ɕ i ₅₅ k ui ₅₅	?	615	615	?	Wang2006a	tɕi55kui55	plougshare
4581	Mazhelong	plougshare	t͡ɕi₅₅kuɛ₅₅	t͡ɕ i ₅₅ k uɛ ₅₅	?	615	615	?	Wang2006a	tɕi55kuɛ55	plougshare
4582	Tuoluo	rope	su₄₂	s u ₄₂	?	619	619	?	Wang2006a	su42	rope
4583	Gongxing	rope	su₂₄	s u ₂₄	?	619	619	?	Wang2006a	su24	rope
4584	Enqi	rope	su₅₅	s u ₅₅	?	619	619	?	Wang2006a	su55	rope
4585	Ega	rope	su₄₄	s u ₄₄	?	619	619	?	Wang2006a	su44	rope
4586	Jinman	rope	so₅₅	s o ₅₅	?	619	619	?	Wang2006a	so55	rope
4587	Jinxing	rope	sou₄₄	s ou ₄₄	?	619	619	?	Wang2006a	sou44	rope
4588	Dashi	rope	sʰou₄₄	sʰ ou ₄₄	?	619	619	?	Wang2006a	sʰou44	rope
4589	Zhoucheng	rope	so₄₄	s o ₄₄	?	619	619	?	Wang2006a	so44	rope
4590	Mazhelong	rope	so₄₄	s o ₄₄	?	619	619	?	Wang2006a	so44	rope
4591	Tuoluo	fertilizer; manure	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	?	623	623	?	Wang2006a	tɕʰi55	fertilizer; manure
4592	Gongxing	fertilizer; manure	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	?	623	623	?	Wang2006a	tɕʰi55	fertilizer; manure
4593	Enqi	fertilizer; manure	t͡ɕʰi₂₄	t͡ɕʰ i ₂₄	?	623	623	?	Wang2006a	tɕʰi24	fertilizer; manure
4594	Ega	fertilizer; manure	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	?	623	623	?	Wang2006a	tɕʰi55	fertilizer; manure
4595	Jinman	fertilizer; manure	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	?	623	623	?	Wang2006a	tɕʰi55	fertilizer; manure
4596	Jinxing	fertilizer; manure	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	?	623	623	?	Wang2006a	tɕʰi55	fertilizer; manure
4597	Dashi	fertilizer; manure	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	?	623	623	?	Wang2006a	tɕʰi55	fertilizer; manure
4598	Zhoucheng	fertilizer; manure	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	?	623	623	?	Wang2006a	tɕʰi55	fertilizer; manure
4599	Mazhelong	fertilizer; manure	t͡ɕʰi₅₅	t͡ɕʰ i ₅₅	?	623	623	?	Wang2006a	tɕʰi55	fertilizer; manure
4600	Tuoluo	sickle	jen₃₅	j e n ₃₅	?	624	624	?	Wang2006a	jen35	sickle
4601	Gongxing	sickle	jen₁₂	j e n ₁₂	?	624	624	?	Wang2006a	jen12	sickle
4602	Enqi	sickle	ɲia₂₁	ɲ ia ₂₁	?	624	624	?	Wang2006a	ɲia21	sickle
4603	Ega	sickle	ɲia₂₁	ɲ ia ₂₁	?	624	624	?	Wang2006a	ɲia21	sickle
4604	Jinman	sickle	na₂₁	n a ₂₁	?	624	624	?	Wang2006a	na21	sickle
4605	Jinxing	sickle	jen₂₁	j e n ₂₁	?	624	624	?	Wang2006a	jen21	sickle
4606	Dashi	sickle	jen₂₁	j e n ₂₁	?	624	624	?	Wang2006a	jen21	sickle
